id	cat_boost_original_bert	forest_original_bert	log_original_bert	neigh_original_bert	original_majority_label_bert
Mal_1056	Negative	Positive	Positive	Positive	Positive
Mal_1057	Positive	Positive	Positive	Positive	Positive
Mal_1058	Positive	Positive	Positive	Positive	Positive
Mal_1059	Positive	Positive	Positive	Positive	Positive
Mal_1060	Positive	Positive	Positive	Positive	Positive
Mal_1061	Positive	Positive	Positive	Positive	Positive
Mal_1062	Positive	Positive	Positive	Negative	Positive
Mal_1063	Positive	Positive	Positive	Positive	Positive
Mal_1064	Positive	Positive	Positive	Positive	Positive
Mal_1065	Positive	Positive	Positive	Positive	Positive
Mal_1066	Positive	Positive	Positive	Positive	Positive
Mal_1067	Positive	Positive	Positive	Positive	Positive
Mal_1068	Negative	Positive	Positive	Positive	Positive
Mal_1069	Positive	Positive	Positive	Negative	Positive
Mal_1070	Positive	Positive	Positive	Positive	Positive
Mal_1071	Positive	Positive	Positive	Positive	Positive
Mal_1072	Negative	Negative	Negative	Positive	Negative
Mal_1073	Positive	Positive	Positive	Positive	Positive
Mal_1074	Positive	Positive	Positive	Positive	Positive
Mal_1075	Positive	Positive	Positive	Positive	Positive
Mal_1076	Positive	Positive	Positive	Positive	Positive
Mal_1077	Positive	Positive	Positive	Positive	Positive
Mal_1078	Mixed feelings	Positive	Positive	Positive	Positive
Mal_1079	Positive	Positive	Positive	Positive	Positive
Mal_1080	Positive	Positive	Positive	Positive	Positive
Mal_1081	Positive	Positive	Positive	Positive	Positive
Mal_1082	Mixed feelings	Positive	Positive	Positive	Positive
Mal_1083	Positive	Positive	Positive	Positive	Positive
Mal_1084	Negative	Negative	Positive	Negative	Negative
Mal_1085	Mixed feelings	Positive	Mixed feelings	Negative	Mixed feelings
Mal_1086	Positive	Positive	Positive	Positive	Positive
Mal_1087	Positive	Positive	Positive	Positive	Positive
Mal_1088	Negative	Positive	Positive	Positive	Positive
Mal_1089	Positive	Positive	Positive	Negative	Positive
Mal_1090	Positive	Positive	Positive	Positive	Positive
Mal_1091	Positive	Positive	Positive	Positive	Positive
Mal_1092	Positive	Positive	Positive	Positive	Positive
Mal_1093	Positive	Negative	Positive	Positive	Positive
Mal_1094	Positive	Positive	Positive	Positive	Positive
Mal_1095	Negative	Positive	Negative	Positive	Negative
Mal_1096	Positive	Mixed feelings	Positive	Positive	Positive
Mal_1097	Positive	Positive	Positive	Positive	Positive
Mal_1098	Negative	Mixed feelings	Negative	Negative	Negative
Mal_1099	Positive	Positive	Positive	Positive	Positive
Mal_1100	Positive	Positive	Positive	Positive	Positive
Mal_1101	Negative	Positive	Positive	Positive	Positive
Mal_1102	Negative	Positive	Negative	Positive	Negative
Mal_1103	Positive	Positive	Positive	Mixed feelings	Positive
Mal_1104	Positive	Positive	Positive	Positive	Positive
Mal_1105	Positive	Positive	Positive	Positive	Positive
Mal_1106	Positive	Positive	Positive	Positive	Positive
Mal_1107	Positive	Positive	Positive	Positive	Positive
Mal_1108	Positive	Positive	Positive	Negative	Positive
Mal_1109	Positive	Positive	Positive	Positive	Positive
Mal_1110	Positive	Positive	Positive	Negative	Positive
Mal_1111	Positive	Positive	Positive	Positive	Positive
Mal_1112	Positive	Positive	Positive	Positive	Positive
Mal_1113	Positive	Positive	Positive	Positive	Positive
Mal_1114	Positive	Positive	Negative	Negative	Negative
Mal_1115	Positive	Positive	Positive	Positive	Positive
Mal_1116	Positive	Positive	Positive	Positive	Positive
Mal_1117	Positive	Positive	Positive	Positive	Positive
Mal_1118	Positive	Negative	Positive	Positive	Positive
Mal_1119	Positive	Positive	Positive	Positive	Positive
Mal_1120	Positive	Positive	Positive	Positive	Positive
Mal_1121	Negative	Positive	Negative	Negative	Negative
Mal_1122	Positive	Positive	Negative	Positive	Positive
Mal_1123	Positive	Positive	Positive	Positive	Positive
Mal_1124	Positive	Positive	Positive	Positive	Positive
Mal_1125	Negative	Positive	Positive	Negative	Negative
Mal_1126	Positive	Positive	Positive	Positive	Positive
Mal_1127	Positive	Positive	Positive	Positive	Positive
Mal_1128	Mixed feelings	Negative	Negative	Positive	Negative
Mal_1129	Positive	Positive	Positive	Positive	Positive
Mal_1130	Positive	Positive	Positive	Positive	Positive
Mal_1131	Positive	Negative	Positive	Positive	Positive
Mal_1132	Positive	Positive	Positive	Positive	Positive
Mal_1133	Positive	Positive	Positive	Positive	Positive
Mal_1134	Positive	Positive	Positive	Positive	Positive
Mal_1135	Negative	Positive	Positive	Positive	Positive
Mal_1136	Positive	Negative	Positive	Positive	Positive
Mal_1137	Negative	Positive	Negative	Negative	Negative
Mal_1138	Positive	Positive	Positive	Positive	Positive
Mal_1139	Positive	Positive	Positive	Positive	Positive
Mal_1140	Positive	Positive	Positive	Negative	Positive
Mal_1141	Positive	Positive	Positive	Positive	Positive
Mal_1142	Positive	Positive	Positive	Positive	Positive
Mal_1143	Positive	Positive	Positive	Positive	Positive
Mal_1144	unknown state	Positive	Positive	Positive	Positive
Mal_1145	Negative	Negative	Negative	Positive	Negative
Mal_1146	Positive	Positive	Positive	Positive	Positive
Mal_1147	Positive	Positive	Negative	Positive	Positive
Mal_1148	Positive	Positive	Positive	Positive	Positive
Mal_1149	Positive	Positive	Positive	Positive	Positive
Mal_1150	Positive	Negative	Positive	Positive	Positive
Mal_1151	Positive	Positive	Positive	Positive	Positive
Mal_1152	Positive	Positive	Positive	Positive	Positive
Mal_1153	Positive	Positive	Positive	Negative	Positive
Mal_1154	Positive	Positive	Positive	Positive	Positive
Mal_1155	Positive	Positive	Positive	Positive	Positive
Mal_1156	Positive	Positive	Positive	Positive	Positive
Mal_1157	Positive	Positive	Positive	Positive	Positive
Mal_1158	Positive	Positive	Positive	Positive	Positive
Mal_1159	Negative	Positive	Negative	Positive	Negative
Mal_1160	Positive	Positive	Positive	Positive	Positive
Mal_1161	Positive	Negative	Negative	Positive	Negative
Mal_1162	Negative	Positive	Positive	Positive	Positive
Mal_1163	Positive	Positive	Positive	Positive	Positive
Mal_1164	Positive	Positive	Positive	Positive	Positive
Mal_1165	Positive	Positive	Positive	Positive	Positive
Mal_1166	Positive	Positive	Positive	Negative	Positive
Mal_1167	Mixed feelings	Positive	Positive	Negative	Positive
Mal_1168	Positive	Positive	Negative	Positive	Positive
Mal_1169	Positive	Positive	Positive	Positive	Positive
Mal_1170	Positive	Positive	Positive	Positive	Positive
Mal_1171	Positive	Positive	Positive	Positive	Positive
Mal_1172	Positive	Positive	Positive	Positive	Positive
Mal_1173	Mixed feelings	Positive	Positive	Positive	Positive
Mal_1174	Positive	Negative	Positive	Positive	Positive
Mal_1175	Positive	Positive	Positive	Positive	Positive
Mal_1176	Negative	Positive	Positive	Negative	Negative
Mal_1177	Positive	Positive	Positive	Positive	Positive
Mal_1178	Positive	Positive	Positive	Positive	Positive
Mal_1179	Positive	Positive	Positive	Positive	Positive
Mal_1180	Positive	Positive	Positive	Positive	Positive
Mal_1181	Positive	Positive	Positive	Positive	Positive
Mal_1182	Positive	Positive	Positive	Negative	Positive
Mal_1183	Negative	Negative	Negative	Negative	Negative
Mal_1184	Positive	Positive	Positive	Positive	Positive
Mal_1185	Positive	Positive	Positive	Positive	Positive
Mal_1186	Positive	Negative	Positive	Positive	Positive
Mal_1187	Positive	Positive	Positive	Positive	Positive
Mal_1188	Negative	Negative	Positive	Positive	Negative
Mal_1189	Positive	Positive	Positive	Positive	Positive
Mal_1190	Positive	Positive	Positive	Positive	Positive
Mal_1191	Positive	Positive	Positive	Positive	Positive
Mal_1192	Positive	Positive	Positive	Positive	Positive
Mal_1193	Positive	Positive	Positive	Positive	Positive
Mal_1194	Positive	Positive	Positive	Positive	Positive
Mal_1195	Positive	Positive	Positive	Positive	Positive
Mal_1196	Positive	Positive	Positive	Positive	Positive
Mal_1197	Positive	Positive	Positive	Positive	Positive
Mal_1198	Positive	Mixed feelings	Positive	Positive	Positive
Mal_1199	Positive	Positive	Positive	Positive	Positive
Mal_1200	Positive	Positive	Positive	Positive	Positive
Mal_1201	Positive	Positive	Positive	Positive	Positive
Mal_1202	Positive	Positive	Positive	Positive	Positive
Mal_1203	Positive	Positive	Positive	Positive	Positive
Mal_1204	Positive	Positive	Positive	Negative	Positive
Mal_1205	Positive	Positive	Positive	Positive	Positive
Mal_1206	Positive	Negative	Positive	Positive	Positive
Mal_1207	Positive	Positive	Positive	Positive	Positive
Mal_1208	Positive	Positive	Positive	Positive	Positive
Mal_1209	Positive	Positive	Positive	Positive	Positive
Mal_1210	Positive	Positive	Positive	Positive	Positive
Mal_1211	Positive	Negative	Positive	Positive	Positive
Mal_1212	Positive	Positive	Positive	Positive	Positive
Mal_1213	Positive	Positive	Positive	Positive	Positive
Mal_1214	Positive	Positive	Positive	Positive	Positive
Mal_1215	Positive	Positive	Positive	Positive	Positive
Mal_1216	Positive	Positive	Negative	Positive	Positive
Mal_1217	Negative	Positive	Positive	Negative	Negative
Mal_1218	Positive	Positive	Positive	Positive	Positive
Mal_1219	Positive	Positive	Positive	Positive	Positive
Mal_1220	Positive	Positive	Positive	Positive	Positive
Mal_1221	Positive	Positive	Positive	Positive	Positive
Mal_1222	Positive	Positive	Positive	Positive	Positive
Mal_1223	Positive	Positive	Positive	Positive	Positive
Mal_1224	Positive	Positive	Positive	Positive	Positive
Mal_1225	Positive	Positive	Positive	Positive	Positive
Mal_1226	Positive	Positive	Positive	Positive	Positive
Mal_1227	Positive	Positive	Positive	Positive	Positive
Mal_1228	Negative	Positive	Positive	Positive	Positive
Mal_1229	Positive	Positive	Positive	Positive	Positive
Mal_1230	Positive	Positive	Positive	Positive	Positive
Mal_1231	Positive	Positive	Positive	Positive	Positive
Mal_1232	Positive	Positive	Positive	Positive	Positive
Mal_1233	Positive	Positive	Positive	Positive	Positive
Mal_1234	Positive	Positive	Positive	Positive	Positive
Mal_1235	Mixed feelings	Positive	Positive	Positive	Positive
Mal_1236	Positive	Positive	Positive	Positive	Positive
Mal_1237	Positive	Positive	Positive	Positive	Positive
Mal_1238	Positive	Positive	Positive	Positive	Positive
Mal_1239	Mixed feelings	Positive	Positive	Positive	Positive
Mal_1240	Positive	Positive	Positive	Positive	Positive
Mal_1241	Negative	Negative	Negative	Negative	Negative
Mal_1242	Positive	Positive	Positive	Positive	Positive
Mal_1243	Positive	Positive	Positive	Positive	Positive
Mal_1244	unknown state	Positive	Positive	Positive	Positive
Mal_1245	Positive	Positive	Positive	Positive	Positive
Mal_1246	Positive	Positive	Positive	Positive	Positive
Mal_1247	Negative	Negative	Positive	Positive	Negative
Mal_1248	Positive	Positive	Positive	Positive	Positive
Mal_1249	Positive	Positive	Positive	Positive	Positive
Mal_1250	Positive	Positive	Positive	Positive	Positive
Mal_1251	Positive	Positive	Positive	Positive	Positive
Mal_1252	Positive	Positive	Positive	Positive	Positive
Mal_1253	Positive	Positive	Positive	Positive	Positive
Mal_1254	Positive	Positive	Positive	Negative	Positive
Mal_1255	Positive	Positive	Positive	Positive	Positive
Mal_1256	Positive	Positive	unknown state	Negative	Positive
Mal_1257	Negative	Positive	Positive	Negative	Negative
Mal_1258	Positive	Positive	Positive	Positive	Positive
Mal_1259	Positive	Positive	Positive	Positive	Positive
Mal_1260	Mixed feelings	Positive	Positive	Positive	Positive
Mal_1261	Positive	Positive	Positive	Negative	Positive
Mal_1262	Positive	Positive	Positive	Positive	Positive
Mal_1263	Negative	Positive	Positive	Positive	Positive
Mal_1264	Negative	Positive	Negative	Positive	Negative
Mal_1265	Positive	Positive	Positive	Positive	Positive
Mal_1266	Positive	Positive	Negative	Negative	Negative
Mal_1267	Positive	Positive	Positive	Mixed feelings	Positive
Mal_1268	Positive	Positive	Positive	Positive	Positive
Mal_1269	Positive	Positive	Positive	Positive	Positive
Mal_1270	Positive	Positive	Positive	Positive	Positive
Mal_1271	Positive	Positive	Positive	Negative	Positive
Mal_1272	Positive	Positive	Positive	Positive	Positive
Mal_1273	Positive	Negative	Negative	Positive	Negative
Mal_1274	Positive	Positive	Positive	Positive	Positive
Mal_1275	Positive	Positive	Positive	Positive	Positive
Mal_1276	Negative	Positive	Negative	Positive	Negative
Mal_1277	Positive	Positive	Positive	Positive	Positive
Mal_1278	Positive	Positive	Positive	Positive	Positive
Mal_1279	Negative	Positive	Negative	Positive	Negative
Mal_1280	Positive	Negative	Positive	Positive	Positive
Mal_1281	Positive	Positive	Positive	Positive	Positive
Mal_1282	Positive	Positive	Negative	Positive	Positive
Mal_1283	Negative	Positive	Negative	unknown state	Negative
Mal_1284	Positive	Positive	Positive	Positive	Positive
Mal_1285	Positive	Positive	Positive	Negative	Positive
Mal_1286	Positive	Negative	Positive	Positive	Positive
Mal_1287	Positive	Positive	Positive	Positive	Positive
Mal_1288	unknown state	Positive	Positive	Positive	Positive
Mal_1289	Positive	Positive	Positive	Positive	Positive
Mal_1290	unknown state	Negative	Positive	Positive	Positive
Mal_1291	Positive	Positive	Positive	Positive	Positive
Mal_1292	Positive	Positive	Positive	Positive	Positive
Mal_1293	Positive	Positive	Positive	Positive	Positive
Mal_1294	Positive	Positive	Positive	Positive	Positive
Mal_1295	Positive	Positive	Positive	Positive	Positive
Mal_1296	Positive	Negative	Positive	Positive	Positive
Mal_1297	Positive	Positive	Positive	Negative	Positive
Mal_1298	Positive	Positive	Positive	Positive	Positive
Mal_1299	Positive	Positive	Positive	Positive	Positive
Mal_1300	Positive	Positive	Positive	Positive	Positive
Mal_1301	Negative	Positive	Positive	Positive	Positive
Mal_1302	Positive	Positive	Positive	Positive	Positive
Mal_1303	Positive	Positive	Positive	Positive	Positive
Mal_1304	Positive	Positive	Positive	Positive	Positive
Mal_1305	Positive	Positive	Positive	Positive	Positive
Mal_1306	Positive	Positive	Positive	Positive	Positive
Mal_1307	Positive	Positive	Positive	Positive	Positive
Mal_1308	Positive	Positive	Positive	Positive	Positive
Mal_1309	Positive	Positive	Positive	Positive	Positive
Mal_1310	Positive	Positive	Negative	Positive	Positive
Mal_1311	unknown state	Positive	Positive	Positive	Positive
Mal_1312	Positive	Positive	Positive	Positive	Positive
Mal_1313	Positive	Positive	Positive	Positive	Positive
Mal_1314	Positive	Positive	Positive	Positive	Positive
Mal_1315	Negative	Positive	Positive	Negative	Negative
Mal_1316	Positive	Positive	Positive	Positive	Positive
Mal_1317	Positive	Positive	Positive	Positive	Positive
Mal_1318	Negative	Negative	Positive	Negative	Negative
Mal_1319	Positive	Positive	Positive	Positive	Positive
Mal_1320	Negative	Negative	Positive	Positive	Negative
Mal_1321	Positive	Positive	Positive	Positive	Positive
Mal_1322	Positive	Positive	Positive	Positive	Positive
Mal_1323	Negative	Positive	Positive	Positive	Positive
Mal_1324	Positive	Positive	Positive	Negative	Positive
Mal_1325	Positive	Positive	Positive	Positive	Positive
Mal_1326	Negative	unknown state	Positive	Positive	Positive
Mal_1327	Negative	Negative	Positive	Positive	Negative
Mal_1328	Positive	Positive	Positive	Positive	Positive
Mal_1329	Positive	Positive	Positive	Negative	Positive
Mal_1330	Negative	Mixed feelings	Positive	Negative	Negative
Mal_1331	Positive	Positive	Positive	Positive	Positive
Mal_1332	Positive	Positive	Positive	Positive	Positive
Mal_1333	Positive	Positive	Positive	Positive	Positive
Mal_1334	Negative	Positive	Positive	Positive	Positive
Mal_1335	Positive	Positive	Positive	Negative	Positive
Mal_1336	Negative	Positive	Positive	Positive	Positive
Mal_1337	Negative	Negative	Positive	Positive	Negative
Mal_1338	Negative	Negative	Positive	Negative	Negative
Mal_1339	Positive	Positive	Positive	Positive	Positive
Mal_1340	Positive	Positive	Positive	Positive	Positive
Mal_1341	Negative	Positive	Positive	Positive	Positive
Mal_1342	Positive	Positive	Positive	Positive	Positive
Mal_1343	Positive	Positive	Positive	Positive	Positive
Mal_1344	Positive	Positive	Positive	Positive	Positive
Mal_1345	Positive	Positive	Positive	Positive	Positive
Mal_1346	Positive	Positive	Positive	Negative	Positive
Mal_1347	Positive	Negative	Positive	Positive	Positive
Mal_1348	Positive	Positive	Positive	Positive	Positive
Mal_1349	Positive	Negative	Positive	Positive	Positive
Mal_1350	Positive	Positive	Positive	Positive	Positive
Mal_1351	Positive	Positive	Positive	Positive	Positive
Mal_1352	Positive	Positive	Positive	Positive	Positive
Mal_1353	Positive	Negative	Positive	Positive	Positive
Mal_1354	Mixed feelings	Positive	Positive	Positive	Positive
Mal_1355	Mixed feelings	Positive	Mixed feelings	Positive	Positive
Mal_1356	Positive	Positive	Positive	Positive	Positive
Mal_1357	Mixed feelings	Positive	Negative	Positive	Positive
Mal_1358	Positive	Negative	Positive	Positive	Positive
Mal_1359	Negative	Positive	Negative	Positive	Negative
Mal_1360	Positive	Positive	Positive	Positive	Positive
Mal_1361	Positive	Positive	Positive	Positive	Positive
Mal_1362	Positive	Positive	Positive	Positive	Positive
Mal_1363	Positive	Negative	Negative	Negative	Negative
Mal_1364	Positive	Positive	Positive	Positive	Positive
Mal_1365	Positive	Positive	Positive	Positive	Positive
Mal_1366	Negative	Positive	Positive	Positive	Positive
Mal_1367	Positive	Positive	Positive	Positive	Positive
Mal_1368	Positive	Positive	Positive	Positive	Positive
Mal_1369	Positive	Positive	Positive	Positive	Positive
Mal_1370	Negative	Positive	Positive	Positive	Positive
Mal_1371	Positive	Positive	Positive	Positive	Positive
Mal_1372	Positive	Positive	Positive	Positive	Positive
Mal_1373	Positive	Positive	Positive	Positive	Positive
Mal_1374	Positive	Positive	Positive	Positive	Positive
Mal_1375	Positive	Positive	Positive	Positive	Positive
Mal_1376	Positive	Positive	Positive	Positive	Positive
Mal_1377	Positive	Positive	Positive	Positive	Positive
Mal_1378	Negative	Positive	Positive	Positive	Positive
Mal_1379	Positive	Negative	Positive	Positive	Positive
Mal_1380	Positive	Positive	Positive	Negative	Positive
Mal_1381	Positive	Positive	Positive	Positive	Positive
Mal_1382	unknown state	Positive	Negative	Positive	Positive
Mal_1383	Positive	Positive	Positive	Positive	Positive
Mal_1384	Positive	Positive	Positive	Positive	Positive
Mal_1385	Positive	Positive	Positive	Positive	Positive
Mal_1386	Positive	Positive	Positive	Positive	Positive
Mal_1387	Positive	Positive	Positive	Positive	Positive
Mal_1388	Positive	Positive	Positive	Positive	Positive
Mal_1389	Positive	Positive	Positive	Positive	Positive
Mal_1390	Positive	Positive	Positive	Positive	Positive
Mal_1391	Positive	Positive	Positive	Positive	Positive
Mal_1392	Negative	Negative	Positive	Positive	Negative
Mal_1393	Positive	Positive	Positive	Positive	Positive
Mal_1394	Positive	Positive	Positive	Positive	Positive
Mal_1395	Negative	Positive	Positive	Positive	Positive
Mal_1396	Positive	Positive	Positive	Positive	Positive
Mal_1397	Positive	Positive	Positive	Positive	Positive
Mal_1398	Positive	Positive	Positive	Positive	Positive
Mal_1399	Negative	Positive	Positive	Positive	Positive
Mal_1400	Positive	Positive	Positive	Positive	Positive
Mal_1401	Positive	Positive	Positive	Positive	Positive
Mal_1402	Positive	Positive	Positive	Positive	Positive
Mal_1403	Positive	Positive	Positive	Positive	Positive
Mal_1404	Positive	Negative	Positive	Negative	Negative
Mal_1405	Positive	Positive	Positive	Positive	Positive
Mal_1406	Negative	Positive	Positive	Positive	Positive
Mal_1407	Positive	Positive	Positive	Negative	Positive
Mal_1408	Negative	Negative	Positive	Positive	Negative
Mal_1409	Positive	Positive	Positive	Positive	Positive
Mal_1410	Positive	Positive	unknown state	Positive	Positive
Mal_1411	Positive	Positive	Positive	Positive	Positive
Mal_1412	Positive	Positive	Positive	Positive	Positive
Mal_1413	Positive	Positive	Positive	Positive	Positive
Mal_1414	unknown state	Positive	Mixed feelings	Positive	Positive
Mal_1415	Positive	Positive	Positive	Positive	Positive
Mal_1416	Positive	Positive	Positive	Positive	Positive
Mal_1417	Positive	Positive	Positive	Positive	Positive
Mal_1418	Positive	Positive	Positive	Positive	Positive
Mal_1419	Negative	Positive	Positive	Positive	Positive
Mal_1420	Positive	Positive	Positive	Positive	Positive
Mal_1421	Negative	Positive	Negative	Positive	Negative
Mal_1422	Positive	Positive	Positive	Positive	Positive
Mal_1423	Negative	Positive	Positive	Positive	Positive
Mal_1424	Negative	Positive	Positive	Positive	Positive
Mal_1425	Negative	Positive	Positive	Positive	Positive
Mal_1426	Mixed feelings	Mixed feelings	Positive	Negative	Mixed feelings
Mal_1427	Positive	Positive	Positive	Positive	Positive
Mal_1428	Positive	Negative	Positive	Positive	Positive
Mal_1429	Negative	Positive	Positive	Positive	Positive
Mal_1430	Positive	Positive	Positive	Positive	Positive
Mal_1431	Positive	Positive	Positive	Positive	Positive
Mal_1432	Positive	Positive	Positive	Positive	Positive
Mal_1433	Positive	Positive	Positive	Positive	Positive
Mal_1434	Positive	Positive	Positive	Positive	Positive
Mal_1435	Positive	Positive	Positive	Positive	Positive
Mal_1436	Positive	Positive	Positive	Positive	Positive
Mal_1437	Positive	Positive	Positive	Positive	Positive
Mal_1438	Positive	Positive	Positive	Positive	Positive
Mal_1439	Positive	Negative	Positive	Positive	Positive
Mal_1440	Positive	Positive	Positive	Positive	Positive
Mal_1441	Positive	Positive	Positive	Positive	Positive
Mal_1442	Positive	Positive	Positive	Positive	Positive
Mal_1443	Positive	Positive	Positive	Positive	Positive
Mal_1444	Positive	Negative	Positive	Positive	Positive
Mal_1445	Positive	Positive	Positive	Positive	Positive
Mal_1446	Positive	Positive	Positive	Positive	Positive
Mal_1447	Positive	Positive	Positive	Positive	Positive
Mal_1448	Negative	Positive	Positive	Positive	Positive
Mal_1449	Positive	Positive	Positive	Positive	Positive
Mal_1450	Positive	Positive	Positive	Negative	Positive
Mal_1451	Positive	Positive	Positive	Positive	Positive
Mal_1452	Positive	Positive	Positive	Positive	Positive
Mal_1453	Positive	Positive	Positive	Positive	Positive
Mal_1454	Positive	Positive	Positive	Positive	Positive
Mal_1455	Positive	Positive	Positive	Positive	Positive
Mal_1456	Negative	Positive	Mixed feelings	Positive	Positive
Mal_1457	Negative	Positive	Positive	Positive	Positive
Mal_1458	Negative	Positive	Positive	Positive	Positive
Mal_1459	Positive	Positive	Positive	Positive	Positive
Mal_1460	Negative	Positive	Positive	Negative	Negative
Mal_1461	Positive	Positive	Positive	Positive	Positive
Mal_1462	Negative	Positive	Positive	Positive	Positive
Mal_1463	Positive	Positive	Positive	Positive	Positive
Mal_1464	Positive	Positive	unknown state	unknown state	Positive
Mal_1465	Positive	Negative	Negative	Positive	Negative
Mal_1466	Positive	Positive	Positive	Positive	Positive
Mal_1467	Negative	Positive	Negative	Positive	Negative
Mal_1468	Negative	Positive	Positive	Positive	Positive
Mal_1469	Positive	Positive	Positive	Positive	Positive
Mal_1470	Positive	Positive	Positive	Positive	Positive
Mal_1471	Positive	Negative	Negative	Positive	Negative
Mal_1472	Positive	Positive	Positive	Negative	Positive
Mal_1473	Negative	Positive	Positive	Positive	Positive
Mal_1474	Positive	Positive	Positive	Positive	Positive
Mal_1475	Positive	Positive	Positive	Positive	Positive
Mal_1476	Positive	Positive	Negative	Positive	Positive
Mal_1477	Positive	Positive	Positive	Positive	Positive
Mal_1478	Positive	Positive	Positive	Positive	Positive
Mal_1479	Positive	Positive	Positive	Positive	Positive
Mal_1480	Negative	Positive	Positive	Positive	Positive
Mal_1481	Positive	Positive	Positive	Negative	Positive
Mal_1482	Positive	Positive	Positive	Positive	Positive
Mal_1483	Positive	Positive	Positive	Negative	Positive
Mal_1484	Negative	Positive	Positive	Positive	Positive
Mal_1485	Positive	Positive	Positive	Positive	Positive
Mal_1486	Positive	Positive	Positive	Positive	Positive
Mal_1487	Positive	Positive	Positive	Positive	Positive
Mal_1488	unknown state	Positive	Negative	Positive	Positive
Mal_1489	Positive	Positive	Negative	Positive	Positive
Mal_1490	Positive	Positive	Positive	Positive	Positive
Mal_1491	Positive	Positive	Positive	Negative	Positive
Mal_1492	Positive	Positive	Positive	Positive	Positive
Mal_1493	Negative	Positive	Negative	Positive	Negative
Mal_1494	Positive	Negative	Positive	Positive	Positive
Mal_1495	Positive	Positive	Positive	Positive	Positive
Mal_1496	Positive	Positive	Positive	Positive	Positive
Mal_1497	Negative	Mixed feelings	Positive	Negative	Negative
Mal_1498	Positive	Positive	Positive	Positive	Positive
Mal_1499	Positive	Positive	Positive	Positive	Positive
Mal_1500	Positive	unknown state	Positive	Positive	Positive
Mal_1501	Positive	Positive	Positive	Positive	Positive
Mal_1502	Positive	Negative	unknown state	Positive	Positive
Mal_1503	Negative	Positive	Positive	Positive	Positive
Mal_1504	Positive	Positive	Positive	Positive	Positive
Mal_1505	Positive	Positive	Negative	Positive	Positive
Mal_1506	Positive	Positive	Positive	Positive	Positive
Mal_1507	Positive	Negative	Positive	Positive	Positive
Mal_1508	Positive	Positive	Positive	Positive	Positive
Mal_1509	Positive	Positive	Positive	Positive	Positive
Mal_1510	Positive	Positive	Positive	Positive	Positive
Mal_1511	Positive	Positive	Positive	Positive	Positive
Mal_1512	Mixed feelings	Positive	Negative	Positive	Positive
Mal_1513	Positive	Positive	Positive	Negative	Positive
Mal_1514	Negative	Positive	Positive	Positive	Positive
Mal_1515	Positive	Positive	Positive	Positive	Positive
Mal_1516	unknown state	Positive	Positive	Positive	Positive
Mal_1517	Negative	Positive	Positive	Positive	Positive
Mal_1518	unknown state	Negative	Positive	Positive	Positive
Mal_1519	Mixed feelings	Positive	Negative	Positive	Positive
Mal_1520	Positive	Positive	Positive	Positive	Positive
Mal_1521	Negative	Negative	Negative	Negative	Negative
Mal_1522	Positive	Positive	Positive	Negative	Positive
Mal_1523	Positive	Mixed feelings	Mixed feelings	Positive	Positive
Mal_1524	Positive	Positive	Positive	Positive	Positive
Mal_1525	Positive	Positive	Positive	Positive	Positive
Mal_1526	Negative	Positive	Positive	Positive	Positive
Mal_1527	Positive	Negative	Positive	Positive	Positive
Mal_1528	Positive	Positive	Positive	Positive	Positive
Mal_1529	Positive	Negative	Positive	Positive	Positive
Mal_1530	Positive	Positive	Positive	Positive	Positive
Mal_1531	Positive	Positive	Positive	Positive	Positive
Mal_1532	Positive	Positive	Positive	Positive	Positive
Mal_1533	Positive	Positive	Positive	Positive	Positive
Mal_1534	Positive	Positive	Positive	Positive	Positive
Mal_1535	Positive	Positive	Positive	Positive	Positive
Mal_1536	Negative	Negative	Positive	Positive	Negative
Mal_1537	Mixed feelings	Positive	Positive	Positive	Positive
Mal_1538	Positive	Positive	Positive	Positive	Positive
Mal_1539	Positive	Positive	Positive	Positive	Positive
Mal_1540	Positive	Positive	Positive	Negative	Positive
Mal_1541	Negative	Positive	Positive	Positive	Positive
Mal_1542	Positive	Positive	Positive	Negative	Positive
Mal_1543	Positive	Positive	Positive	Positive	Positive
Mal_1544	Positive	Positive	Positive	Negative	Positive
Mal_1545	Negative	Negative	Positive	Positive	Negative
Mal_1546	Mixed feelings	Positive	Positive	Negative	Positive
Mal_1547	Positive	Positive	Positive	Positive	Positive
Mal_1548	Positive	Positive	Positive	Positive	Positive
Mal_1549	Positive	Negative	Positive	Positive	Positive
Mal_1550	Positive	Positive	Positive	Positive	Positive
Mal_1551	unknown state	Mixed feelings	Positive	unknown state	unknown state
Mal_1552	Mixed feelings	Positive	Mixed feelings	Positive	Positive
Mal_1553	Positive	Positive	Positive	Positive	Positive
Mal_1554	Positive	Positive	Positive	Positive	Positive
Mal_1555	Positive	Positive	Positive	Positive	Positive
Mal_1556	Positive	Negative	Positive	Positive	Positive
Mal_1557	Positive	Positive	Positive	Positive	Positive
Mal_1558	Negative	Positive	Positive	not-Kannada	Positive
Mal_1559	Negative	Positive	Positive	Positive	Positive
Mal_1560	Positive	Positive	Positive	Positive	Positive
Mal_1561	Positive	Positive	Positive	Negative	Positive
Mal_1562	Positive	Positive	Positive	Positive	Positive
Mal_1563	Positive	Negative	Positive	Positive	Positive
Mal_1564	Positive	Positive	Negative	Positive	Positive
Mal_1565	Positive	Positive	Positive	Positive	Positive
